$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
33,33,6,6,23,58,17,0.24,26,2,9,0.53,76,5,0,64,0,38.51,58.76,132943.06,0.75,395,0.02,7385.73,2262.53,0.29,16,29,61,0.13,142,253,29,24,128,31.18,70,0
9,3,3,0,1,4,2,0.12,2,2,2,1,8,1,0,17,0,52.81,9.13,4402.26,0.16,94,0.11,244.57,482.15,0.5,1,2,8,0.03,35,59,23,12,67,5.56,17,0
4,8,0,7,0,0,7,0.41,0,0,1,0.14,15,1,0,10,3,11.6,31.21,11297.51,0.12,77,0.03,627.64,361.93,0.14,0,0,10,0.3,23,54,7,19,23,41.18,17,0
21,13,8,7,11,22,7,0.21,10,2,5,0.71,30,1,0,26,0,34.86,26.4,24294.51,0.31,178,0.04,1349.7,920.25,0.14,6,11,25,0.1,66,112,20,16,67,40.91,33,1
5,1,1,0,0,0,1,0.09,0,0,1,1,2,1,0,11,1,23.74,8.44,1689.91,0.07,49,0.12,93.88,200.29,1,0,0,3,0.06,15,34,8,9,18,0,11,0
27,15,4,10,13,28,8,0.12,14,2,6,0.75,39,1,0,56,5,34.93,44.48,69108.13,0.52,290,0.02,3839.34,1553.69,0.13,7,14,33,0.07,139,151,25,16,112,29.11,66,1
11,5,2,4,22,0,3,0.11,0,0,2,0.67,18,1,0,24,0,22.15,19.96,8828.3,0.15,93,0.05,490.46,442.2,0.33,0,0,17,0.05,43,50,14,13,63,52,28,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0.17,0,0,0,0,6,0,0,0
1,5,0,0,1,8,3,0.3,4,2,1,0.33,12,1,0,10,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,0.33,2,4,11,0.18,22,20,10,8,17,9.09,10,0
21,16,4,1,0,0,15,0.17,0,0,15,1,55,1,0,89,0,47.97,41.21,81451.08,0.66,336,0.02,4525.06,1976.57,0.07,0,0,42,0.13,129,207,36,23,113,1.11,90,0
4,3,1,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,21.93,8.25,1492.78,0.06,40,0.12,82.93,180.94,0.5,1,2,6,0.11,18,22,12,11,18,8.33,12,0
4,1,2,1,9,0,1,0.13,0,0,1,1,3,1,0,7,0,20.94,4,335.05,0.03,22,0.25,18.61,83.76,1,0,0,4,0.04,8,14,7,7,23,58.82,8,0
6,13,2,6,3,18,7,0.18,6,3,1,0.14,28,7,1,33,5,32.46,54.95,97999.22,0.59,360,0.02,5444.4,1783.51,1,6,9,23,0.13,174,186,19,12,52,21.43,39,0
14,25,6,11,16,36,14,0.19,16,2,7,0.5,48,5,0,62,0,42.12,28.24,33576.57,0.4,203,0.04,1865.36,1189.17,0.36,10,18,36,0.13,80,123,34,24,105,30.34,73,0
0,5,0,0,0,0,3,0.6,0,0,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1,0,0,6,0.5,6,11,5,8,6,0,5,0
13,15,3,1,5,24,8,0.21,10,2,6,0.75,34,5,0,37,0,34.13,32.11,35212.66,0.37,206,0.03,1956.26,1096.32,0.63,7,12,28,0.14,71,135,21,19,58,13.95,38,0
1,5,2,0,0,0,3,0.3,0,0,2,0.67,10,3,1,10,2,14.55,10.11,1487.96,0.05,33,0.1,82.66,147.16,1,0,0,9,0.25,14,19,9,13,12,0,10,0
0,19,1,0,0,0,5,1,0,0,2,0.4,38,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,30,0.04,0,0,0,0,135,0,0,0
0,3,0,0,0,4,2,1,2,2,1,0.5,6,1,0,2,2,5,6,180,0.01,10,0.17,10,30,0.5,1,2,6,0.5,4,6,2,6,4,0,2,0
4,5,1,0,4,0,3,0.27,0,0,1,0.33,9,3,1,11,0,16.48,8.25,1121.45,0.05,32,0.12,62.3,135.93,1,0,0,8,0.14,12,20,8,11,21,26.67,11,0
40,33,1,8,23,52,17,0.31,20,2,11,0.65,49,17,1,46,2,29.38,28.9,24540.17,0.28,163,0.03,1363.34,849.14,1,16,26,34,0.14,68,95,20,17,118,40.26,54,0
1,3,1,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0.5,1,2,6,0.18,5,14,5,9,11,0,4,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
1,9,1,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,14.25,17,4117.85,0.08,62,0.06,228.77,242.23,0.2,0,0,18,0.29,17,45,5,10,17,0,10,0
3,3,1,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,16.65,9.33,1450.57,0.05,42,0.11,80.59,155.42,0.5,1,2,6,0.17,16,26,6,7,12,0,7,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
0,17,0,0,0,0,9,1,0,0,1,0.11,31,9,1,0,2,0,0,0,0,0,0,0,0,1,0,0,24,0.47,0,0,0,0,19,0,0,0
3,5,1,2,1,6,3,0.33,2,3,2,0.67,8,3,1,7,0,22.4,7.33,1204.38,0.05,38,0.14,66.91,164.23,1,2,3,7,0.2,12,26,9,11,15,30,9,1
3,3,0,3,1,4,2,0.17,2,2,1,0.5,6,1,0,9,0,13.83,7,677.56,0.03,27,0.14,37.64,96.79,0.5,1,2,6,0.11,10,17,5,7,19,30.77,12,1
4,5,1,0,0,0,3,0.5,0,0,2,0.67,10,1,0,6,0,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,0.33,0,0,9,0.25,13,16,6,9,12,0,6,0
2,13,3,0,1,0,7,0.39,0,0,4,0.57,30,7,1,18,5,31.61,18.67,11013.33,0.2,118,0.05,611.85,590,1,0,0,25,0.32,48,70,18,14,22,5.26,18,0
22,5,2,0,6,0,4,0.12,0,0,4,1,16,1,0,33,1,31.97,26.1,21778.37,0.28,159,0.04,1209.91,834.42,0.25,0,0,14,0.06,58,101,20,18,63,15.38,33,0
0,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,3,0.2,1,3,1,3,5,50,2,0
14,11,1,2,11,20,6,0.24,10,2,2,0.33,22,1,0,23,0,18.05,41.17,30592.16,0.25,150,0.02,1699.56,743.13,0.17,5,10,18,0.12,52,98,12,19,52,36.11,25,0
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,3,0.25,1,3,1,3,4,0,2,0
3,15,4,0,0,0,8,0.47,0,0,5,0.63,31,3,0,17,2,20.6,30.38,19007.4,0.21,123,0.03,1055.97,625.76,0.38,0,0,25,0.36,54,69,16,18,22,0,17,0
0,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,1,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,1,0,0,3,0.13,6,9,6,7,8,0,6,0
20,1,4,6,2,0,1,0.1,0,0,1,1,5,1,0,4,1,32.9,2.78,253.82,0.03,24,0.36,14.1,91.38,1,0,0,6,0.02,10,14,9,5,63,66.67,10,0
2,7,0,0,0,10,4,0.8,2,5,1,0.25,9,1,0,5,0,17.92,6.4,734.17,0.04,31,0.16,40.79,114.71,0.25,4,5,7,0.4,8,23,5,8,10,0,5,0
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,0
0,72,10,0,0,0,53,1,0,0,43,0.81,249,1,0,0,3,0,0,0,0,0,0,0,0,0.02,0,0,198,0.3,0,0,0,0,174,0,0,0
0,3,5,0,0,0,2,1,0,0,2,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,10,0.1,0,0,0,0,20,0,0,0
23,1,8,9,3,0,1,0.07,0,0,1,1,9,1,0,5,1,52.7,4.42,1030.06,0.08,49,0.23,57.23,232.99,1,0,0,10,0.02,21,28,19,8,54,70.59,14,0
3,1,1,0,2,0,1,0.33,0,0,1,1,2,1,0,3,0,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,3,0.1,4,7,3,6,10,40,3,0
1,13,2,0,2,0,7,0.26,0,0,4,0.57,27,6,0,27,2,19.19,27.6,14618.65,0.18,105,0.04,812.15,529.66,0.86,0,0,22,0.23,46,59,15,18,31,6.9,27,0
10,5,0,0,5,8,3,0.14,4,2,1,0.33,11,1,0,22,0,25.02,18,8106.33,0.15,108,0.06,450.35,450.35,0.33,2,4,10,0.08,45,63,10,8,39,18.52,22,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
1,10,2,2,0,10,6,0.27,4,2,3,0.5,20,6,1,20,3,20.33,20.54,8574.62,0.14,79,0.05,476.37,417.55,1,3,5,16,0.23,23,56,14,25,26,9.09,22,0
0,1,1,1,0,0,1,0.33,0,0,1,1,2,1,0,2,0,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,3,0.17,2,5,2,4,6,33.33,3,0
6,1,1,0,2,0,1,0.13,0,0,1,1,2,1,0,8,0,25.94,8.64,1934.62,0.07,51,0.12,107.48,224.01,1,0,0,3,0.06,19,32,11,10,18,20,8,0
21,9,9,3,13,16,5,0.15,8,2,5,1,28,1,0,30,0,56.41,11.81,7874.42,0.22,127,0.08,437.47,666.49,0.2,4,8,25,0.07,58,69,27,11,69,34.78,33,1
12,13,4,2,3,14,7,0.35,4,3,4,0.57,22,7,1,18,0,33.18,11.25,4199.46,0.12,74,0.09,233.3,373.29,1,5,7,17,0.11,27,47,18,15,64,21.74,20,0
5,3,3,0,12,4,2,0.25,2,2,2,1,7,1,0,8,0,18.01,6.25,703.67,0.04,27,0.16,39.09,112.59,0.5,1,2,7,0.07,10,17,8,10,27,60,8,0
6,3,1,1,1,4,2,0.17,2,2,1,0.5,6,1,0,11,1,22.46,10.39,2424.6,0.08,54,0.1,134.7,233.38,0.5,1,2,6,0.1,17,37,9,11,21,15.38,12,1
0,5,2,0,0,0,3,1,0,0,3,1,10,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0.43,0,0,0,0,7,0,0,0
3,9,4,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,22.9,11.69,3127.8,0.09,63,0.09,173.77,267.62,0.2,0,0,18,0.26,17,46,8,11,19,0,10,0
1,11,4,0,0,0,6,0.5,0,0,5,0.83,26,1,0,12,0,22.95,14.44,4783.7,0.11,78,0.07,265.76,331.34,0.17,0,0,22,0.32,21,57,8,11,19,0,12,0
1,5,0,0,0,0,3,0.5,0,0,1,0.33,10,1,0,6,1,6.27,12,903.41,0.03,21,0.08,50.19,75.28,0.33,0,0,9,0.33,8,13,3,9,9,0,6,0
1,11,2,0,0,0,6,0.33,0,0,2,0.33,21,6,1,18,4,19.44,20.64,8283.77,0.13,81,0.05,460.21,401.29,1,0,0,17,0.3,34,47,14,17,20,0,18,0
0,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,1,18.49,3.5,226.54,0.02,17,0.29,12.59,64.73,1,0,0,3,0.13,7,10,7,7,8,0,6,0
5,23,9,1,4,0,12,0.25,0,0,9,0.75,57,10,0,47,2,52.14,25.38,33598.94,0.44,225,0.04,1866.61,1323.59,0.83,0,0,47,0.21,99,126,39,20,58,9.62,48,0
6,3,2,3,2,4,2,0.15,2,2,2,1,9,1,0,10,0,16.6,14.06,3280.34,0.08,54,0.07,182.24,233.38,0.5,1,2,9,0.09,23,31,9,11,23,33.33,13,1
0,1,1,0,1,0,1,0.2,0,0,1,1,2,1,0,5,0,7.61,5,190.2,0.01,12,0.2,10.57,38.04,1,0,0,3,0.14,5,7,3,6,7,16.67,5,0
0,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.25,4,7,2,5,8,0,5,0
14,1,0,62,13,0,1,0.01,0,0,1,1,1,1,0,133,0,257.7,73.75,1401719.45,6.34,2867,0.01,77873.3,19006.37,1,0,0,2,0,1180,1687,88,11,224,36.06,195,1
3,5,1,0,0,0,3,0.3,0,0,1,0.33,10,1,0,10,0,17.36,24.54,10456.24,0.14,86,0.04,580.9,426.06,0.33,0,0,9,0.19,31,55,12,19,16,0,10,0
10,27,0,4,7,34,14,0.5,8,4,1,0.07,35,14,1,24,0,23.61,26.38,16434.72,0.21,131,0.04,913.04,622.89,1,13,17,23,0.25,49,82,13,14,56,31.43,28,0
1,3,1,0,0,0,2,0.5,0,0,1,0.5,6,1,0,4,0,16.65,4,266.43,0.02,18,0.25,14.8,66.61,0.5,0,0,6,0.18,5,13,5,8,11,0,4,0
1,19,3,0,0,0,10,0.77,0,0,5,0.5,35,6,0,13,3,19.75,20.46,8269.85,0.13,85,0.05,459.44,404.17,0.6,0,0,27,0.67,38,47,13,14,15,0,13,0
8,7,1,3,5,12,4,0.18,6,2,3,0.75,15,1,0,19,0,16.19,29.32,13918.64,0.16,101,0.03,773.26,474.74,0.25,3,6,13,0.11,43,58,11,15,37,29.63,22,0
5,3,1,1,2,4,2,0.11,2,2,1,0.5,7,1,0,18,1,27.2,10,2720.25,0.09,61,0.1,151.13,272.03,0.5,1,2,7,0.07,20,41,11,11,28,14.29,19,0
5,5,3,1,1,8,3,0.21,4,2,3,1,14,1,0,13,0,14.31,11.43,1868.55,0.05,40,0.09,103.81,163.5,0.33,2,4,13,0.14,16,24,7,10,22,13.33,14,0
2,3,0,0,0,0,2,0.29,0,0,1,0.5,5,1,0,7,0,11.63,7.2,603.09,0.03,22,0.14,33.5,83.76,0.5,0,0,5,0.2,8,14,5,9,10,0,7,0
0,1,0,0,0,0,1,0.1,0,0,1,1,1,1,0,10,0,20.25,7.2,1049.88,0.05,46,0.14,58.33,145.82,1,0,0,2,0.08,18,28,5,4,12,0,10,0
15,3,1,5,20,4,2,0.1,2,2,1,0.5,8,1,0,15,0,27.71,21.09,12331.3,0.19,118,0.05,685.07,584.6,0.5,1,2,8,0.04,45,73,16,15,57,62.5,20,0
12,4,3,1,5,0,3,0.16,0,0,3,1,12,1,0,18,2,30.21,9.6,2784.46,0.1,61,0.1,154.69,290.05,0.33,0,0,11,0.08,24,37,15,12,37,25,19,0
0,3,1,0,0,4,2,0.2,2,2,2,1,6,1,0,10,1,16.8,6.43,694.29,0.04,27,0.16,38.57,108,0.5,1,2,6,0.17,10,17,7,9,12,0,10,0
27,9,3,5,17,14,5,0.24,6,2,3,0.6,20,3,0,16,1,18.04,21.88,8633.09,0.13,83,0.05,479.62,394.66,0.6,4,7,17,0.08,35,48,12,15,66,57.89,21,0
8,5,3,2,6,8,3,0.14,4,2,3,1,13,1,0,20,1,30.43,15.17,6999.51,0.15,96,0.07,388.86,461.51,0.33,2,4,12,0.08,35,61,15,13,38,28.57,22,1
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,0,15.74,5.71,513.85,0.03,22,0.18,28.55,89.92,1,0,0,3,0.17,8,14,7,10,6,0,4,0
4,3,1,1,1,4,2,0.15,2,2,2,1,7,1,0,12,2,20.95,10.36,2250.27,0.07,48,0.1,125.01,217.13,0.5,1,2,7,0.1,19,29,11,12,21,14.29,13,0
54,15,5,12,27,28,8,0.07,14,2,3,0.38,54,1,0,105,0,108.11,36.96,147695.29,1.33,666,0.03,8205.29,3996,0.13,7,14,48,0.04,290,376,51,13,200,27.08,117,1
1,16,0,5,0,0,12,0.26,0,0,1,0.08,34,6,0,41,5,26.07,32.25,27117.88,0.28,158,0.03,1506.55,840.86,0.5,0,0,24,0.25,43,115,16,24,48,10.87,46,0
17,14,9,2,19,18,8,0.16,8,2,4,0.5,33,3,0,47,0,40.61,18.56,13994.09,0.25,131,0.05,777.45,753.89,0.38,5,9,27,0.09,54,77,32,22,87,30.88,49,0
0,3,0,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,3,11.82,9.1,978.69,0.04,30,0.11,54.37,107.55,0.5,1,2,7,0.25,13,17,5,7,8,0,6,0
7,1,2,0,10,0,1,0.17,0,0,1,1,5,1,0,6,0,29.7,3.33,329.97,0.03,26,0.3,18.33,98.99,1,0,0,6,0.04,12,14,9,5,25,62.5,6,0
6,9,3,2,6,16,5,0.19,8,2,3,0.6,21,1,0,25,0,28.01,16.89,7990.71,0.16,93,0.06,443.93,473.13,0.2,4,8,18,0.12,38,55,18,16,41,24.24,27,1
4,41,23,4,3,0,21,0.28,0,0,20,0.95,123,11,0,71,1,65.4,42.25,116749.16,0.92,430,0.02,6486.06,2763.29,0.52,0,0,104,0.25,195,235,60,26,83,8.97,75,0
18,15,4,2,6,26,8,0.17,12,2,7,0.88,37,3,0,44,0,34.95,36.96,47727.54,0.43,238,0.03,2651.53,1291.45,0.38,7,13,31,0.11,85,153,23,20,72,15.38,46,0
2,23,2,0,0,0,12,0.5,0,0,11,0.92,56,1,0,24,0,16.85,41.25,28663.33,0.23,170,0.02,1592.41,694.87,0.08,0,0,46,0.38,45,125,6,11,32,0,24,0
0,27,0,0,0,0,14,1,0,0,1,0.07,46,9,0,0,2,0,0,0,0,0,0,0,0,0.64,0,0,34,0.45,0,0,0,0,31,0,0,0
6,1,3,0,0,0,1,0.07,0,0,1,1,6,1,0,14,2,25.09,9.82,2418.71,0.08,57,0.1,134.37,246.35,1,0,0,7,0.04,24,33,11,9,23,0,14,0
24,22,9,3,2,8,17,0.24,2,4,12,0.71,48,4,0,67,0,42.41,34.11,49333.63,0.48,236,0.03,2740.76,1446.51,0.24,3,4,33,0.17,81,155,38,32,98,6.94,70,0
1,3,1,0,0,0,2,0.22,0,0,2,1,9,1,0,9,1,15.43,14.95,3448.99,0.08,51,0.07,191.61,230.7,0.5,0,0,9,0.17,23,28,10,13,12,0,9,0
1,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,2,0.14,3,7,3,6,7,0,4,0
34,39,3,10,27,60,20,0.27,22,2,5,0.25,70,18,0,63,0,24.73,129.11,412246.14,1.06,596,0.01,22902.56,3193.1,0.9,19,30,52,0.15,223,373,19,22,136,37,73,0
2,3,4,1,0,4,2,0.17,2,2,2,1,8,1,0,11,1,27.68,8.25,1884.3,0.08,52,0.12,104.68,228.4,0.5,1,2,8,0.13,15,37,10,11,16,8.33,12,1
20,13,13,1,19,0,9,0.17,0,0,9,1,35,1,0,52,0,46.54,22.39,23328.87,0.35,175,0.04,1296.05,1041.98,0.11,0,0,28,0.1,62,113,36,26,94,27.78,53,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,14.8,4,236.83,0.02,16,0.25,13.16,59.21,1,0,0,2,0.25,5,11,5,8,4,0,2,0
1,17,9,0,0,28,9,0.27,14,2,8,0.89,43,1,0,33,0,44.48,19.35,16663.77,0.29,155,0.05,925.76,860.96,0.11,7,14,36,0.26,75,80,31,16,35,0,33,0
1,73,6,0,0,0,37,0.55,0,0,18,0.49,143,18,0,67,3,42.08,67.88,193867.69,0.95,466,0.01,10770.43,2856.25,0.49,0,0,108,0.54,181,285,40,30,69,0,67,0
2,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.21,9,25,6,10,14,0,6,0
7,3,2,0,1,4,2,0.15,2,2,1,0.5,8,1,0,13,0,22.09,9.55,2012.48,0.07,48,0.1,111.8,210.83,0.5,1,2,8,0.09,21,27,11,10,23,7.14,13,0
17,9,3,9,8,14,5,0.11,6,2,3,0.6,21,3,0,38,0,27.67,39.26,42651.03,0.36,207,0.03,2369.5,1086.32,0.6,4,7,18,0.07,97,110,21,17,74,30.91,47,1
12,3,4,0,54,0,2,0.17,0,0,1,0.5,11,1,0,12,0,29.79,8.94,2379.82,0.09,56,0.11,132.21,266.27,0.5,0,0,11,0.01,26,30,16,11,139,81.82,12,0
1,13,4,0,0,0,7,0.35,0,0,3,0.43,32,4,0,20,2,31.12,20.24,12744.97,0.21,120,0.05,708.05,629.75,0.57,0,0,27,0.32,50,70,21,17,22,0,20,0
0,1,0,0,0,0,1,0.14,0,0,1,1,1,1,0,7,2,12.99,6.13,487.35,0.03,23,0.16,27.07,79.57,1,0,0,2,0.13,7,16,4,7,8,0,7,0
0,9,1,0,0,0,5,1,0,0,5,1,14,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0.36,0,0,0,0,14,0,0,0
7,85,7,4,0,0,43,0.31,0,0,27,0.63,232,18,0,136,2,102.58,58.57,351950.71,2,881,0.02,19552.82,6008.58,0.42,0,0,191,0.29,392,489,87,26,148,2.86,140,0
0,5,2,0,0,0,3,0.3,0,0,2,0.67,11,1,0,10,0,22.52,9.75,2141.25,0.07,50,0.1,118.96,219.62,0.33,0,0,10,0.25,12,38,8,13,12,0,10,0
2,1,3,0,6,0,1,0.07,0,0,1,1,10,1,0,14,0,41.04,6.42,1689.97,0.09,62,0.16,93.89,263.37,1,0,0,11,0.04,22,40,12,7,24,30,14,0
48,64,1,16,11,92,35,0.19,36,2,13,0.37,115,22,0,164,2,48.91,83.85,343824.52,1.37,645,0.01,19101.36,4100.62,0.63,28,46,82,0.15,249,396,49,33,241,14.14,180,0
16,8,12,6,10,0,5,0.1,0,0,5,1,25,1,0,46,0,51.13,18.63,17749.77,0.32,160,0.05,986.1,952.67,0.2,0,0,22,0.06,59,101,38,24,80,25.81,52,0
8,11,5,0,5,18,6,0.17,8,2,4,0.67,28,3,0,35,0,32.04,22.26,15883.78,0.24,135,0.04,882.43,713.53,0.5,5,9,24,0.12,64,71,23,16,50,12.5,35,0
30,8,5,4,41,4,6,0.14,2,2,6,1,23,1,0,38,2,31.98,28.95,26810.35,0.31,174,0.03,1489.46,926.02,0.17,1,2,19,0.05,64,110,21,19,114,54.22,42,0
13,17,6,14,10,26,9,0.35,10,2,2,0.22,33,1,0,12,0,27,19.97,10770.44,0.18,100,0.05,598.36,539.23,0.11,8,13,26,0.18,33,67,19,23,51,66.67,26,1
11,7,1,3,6,10,4,0.18,4,2,2,0.5,12,3,0,19,0,16.85,18.91,6024.01,0.11,67,0.05,334.67,318.58,0.75,3,5,10,0.1,26,41,11,16,42,32.14,22,1
23,11,5,1,7,8,8,0.18,4,2,5,0.63,24,1,0,44,1,33.34,24.87,20623.58,0.28,151,0.04,1145.75,829.27,0.13,2,4,18,0.1,52,99,23,22,77,15.38,45,0
15,13,2,40,9,22,7,0.1,10,2,4,0.57,30,5,0,27,0,35.15,40.38,57328.2,0.47,257,0.02,3184.9,1419.56,0.71,6,11,25,0.08,105,152,26,20,93,64.47,67,1
0,1,1,0,0,0,1,0.13,0,0,1,1,6,1,0,8,1,31.52,5.56,972.99,0.06,46,0.18,54.06,175.14,1,0,0,7,0.11,20,26,9,5,9,0,8,0
2,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,0,18.32,4.5,371.04,0.03,23,0.22,20.61,82.45,1,0,0,2,0.11,9,14,6,6,9,0,5,0
13,1,1,0,13,0,1,0.25,0,0,1,1,2,1,0,4,0,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,3,0.03,4,7,3,6,31,76.47,4,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
10,15,2,23,5,28,8,0.16,14,2,3,0.38,36,1,0,27,1,34.3,29.36,29575.64,0.34,188,0.03,1643.09,1007.22,0.13,7,14,30,0.12,68,120,22,19,67,50.91,50,1
18,12,1,19,5,12,8,0.15,6,2,5,0.63,24,1,0,35,2,18,124.37,278423.08,0.75,433,0.01,15467.95,2238.58,0.13,3,6,18,0.1,199,234,16,20,81,40.68,54,0
0,1,3,0,0,0,1,1,0,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0.11,0,0,0,0,9,0,0,0
1,3,0,4,0,4,2,0.18,2,2,1,0.5,6,1,0,7,5,25.36,8.18,1697.34,0.07,48,0.12,94.3,207.45,0.5,1,2,6,0.11,20,28,11,9,18,36.36,11,0
3,3,1,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,0.5,1,2,6,0.18,9,14,6,9,11,0,6,0
13,8,2,2,4,0,6,0.15,0,0,2,0.33,17,1,0,38,1,27.09,32.81,29158.95,0.3,160,0.03,1619.94,888.73,0.17,0,0,13,0.1,53,107,21,26,59,13.64,40,0
0,1,1,0,0,0,1,0.07,0,0,1,1,2,1,0,14,2,9.51,36,12329.41,0.11,99,0.03,684.97,342.48,1,0,0,3,0.06,27,72,3,8,16,0,14,0
30,11,3,9,27,18,6,0.17,8,2,4,0.67,23,4,0,26,1,31.74,23.96,18214.54,0.25,141,0.04,1011.92,760.32,0.67,5,9,19,0.06,58,83,23,19,93,58.06,35,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,0
2,9,2,0,0,0,5,0.42,0,0,4,0.8,21,1,0,12,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248,0.2,0,0,18,0.31,17,45,6,10,16,0,12,0
26,31,10,3,23,58,16,0.17,28,2,11,0.69,71,4,0,89,2,52.69,67.41,239416.59,1.18,572,0.01,13300.92,3551.81,0.25,15,29,57,0.11,187,385,43,31,143,22.61,92,0
4,15,1,1,1,0,8,0.38,0,0,2,0.25,32,4,0,20,1,16.63,23.38,9084.42,0.13,80,0.04,504.69,388.64,0.5,0,0,26,0.3,33,47,12,17,27,9.09,21,0
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1,0,0,3,0.14,5,8,5,7,7,0,5,0
13,71,16,4,1,0,36,0.41,0,0,24,0.67,150,15,0,83,0,78.92,36.03,102421.71,0.95,451,0.03,5690.1,2843.01,0.42,0,0,116,0.29,199,252,58,21,124,5.68,87,0
8,3,0,0,3,4,2,0.11,2,2,1,0.5,7,1,0,19,0,59.53,8.08,3883.41,0.16,93,0.12,215.74,480.8,0.5,1,2,7,0.06,42,51,26,10,32,13.64,19,1
22,12,3,2,12,16,7,0.13,8,2,6,0.86,26,1,0,52,1,28.14,26.11,19184.09,0.24,140,0.04,1065.78,734.71,0.14,4,8,21,0.07,47,93,18,20,99,21.21,54,0
